dialog,order,influence,sender
joke,receiver,0,Oliver
compliment,receiver,9,Dom
insult,initiator,-2,Conald
thanks,initiator,3,Plankton
argue,receiver,0,Squidward
thanks,initiator,3,Dom
thanks,initiator,3,Claire
compliment,receiver,-2,Micah
compliment,receiver,-2,Oliver
ignore,initiator,-2,Tony
thanks,initiator,0,Dom
joke,initiator,0,Dylan
thanks,initiator,0,Amber
thanks,initiator,3,Spongebob
insult,initiator,-4,Michael
ignore,initiator,-2,Tony
insult,receiver,-5,Tony
thanks,initiator,0,Jimmy
insult,initiator,-3,Conald
thanks,initiator,3,Alex
argue,receiver,1,Ben
